cut_month,disbursement_month,loan_term,interest_rate,agency_code,agency_name,product_code,product_name,credit_status,loan_amount,loan_amount_count,outstanding_balance,count_records
202202,202202,60,0.08,40,Pickering,2,General,Excellent,1430,1,1430,1
202202,202202,60,0.08,50,Whitby,2,General,Excellent,9830,2,9830,2
202202,202202,60,0.1,10,Toronto,4,Travel,Excellent,7220,1,7220,1
202203,202201,12,0.08,40,Pickering,2,General,Excellent,0,0,3657,1
202203,202201,12,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,7731,1
202203,202201,24,0.05,20,North York,1,Education,Excellent,0,0,1583,1
202203,202201,24,0.05,40,Pickering,1,Education,Excellent,0,0,7980,1
202203,202201,24,0.08,30,Missisauga,2,General,Excellent,0,0,3764,1
202203,202201,24,0.08,40,Pickering,2,General,Excellent,0,0,5129,1
202203,202201,24,0.08,50,Whitby,2,General,Excellent,0,0,1586,1
202203,202201,24,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,4321,2
202203,202201,36,0.08,20,North York,2,General,Excellent,0,0,3374,1
202203,202201,36,0.1,20,North York,4,Travel,Excellent,0,0,6520,1
202203,202201,36,0.1,50,Whitby,4,Travel,Excellent,0,0,1789,1
202203,202201,48,0.05,30,Missisauga,1,Education,Excellent,0,0,3704,1
202203,202201,48,0.08,10,Toronto,2,General,Excellent,0,0,540,1
202203,202201,48,0.1,10,Toronto,4,Travel,Excellent,0,0,1661,1
202203,202201,60,0.08,50,Whitby,2,General,Excellent,0,0,5145,1
202203,202201,60,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,5334,1
202203,202201,60,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5976,1
202203,202201,60,0.1,20,North York,4,Travel,Excellent,0,0,5016,1
202203,202202,12,0.05,40,Pickering,1,Education,Excellent,0,0,8055,1
202203,202202,12,0.08,20,North York,2,General,Excellent,0,0,7642,1
202203,202202,24,0.05,30,Missisauga,1,Education,Excellent,0,0,4580,1
202203,202202,24,0.08,50,Whitby,2,General,Excellent,0,0,3643,1
202203,202202,24,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5982,1
202203,202202,36,0.05,40,Pickering,1,Education,Regular,0,0,9920,1
202203,202202,36,0.05,50,Whitby,1,Education,Excellent,0,0,7043,1
202203,202202,36,0.08,10,Toronto,2,General,Excellent,0,0,1511,1
202203,202202,36,0.08,50,Whitby,2,General,Excellent,0,0,5100,1
202203,202202,48,0.05,10,Toronto,1,Education,Excellent,0,0,951,1
202203,202202,48,0.05,20,North York,1,Education,Excellent,0,0,2001,1
202203,202202,48,0.08,40,Pickering,2,General,Excellent,0,0,2602,1
202203,202202,48,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,805,1
202203,202202,48,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5502,1
202203,202202,48,0.1,20,North York,4,Travel,Excellent,0,0,9613,1
202203,202202,60,0.08,40,Pickering,2,General,Excellent,0,0,1410,1
202203,202202,60,0.08,50,Whitby,2,General,Excellent,0,0,9695,2
202203,202202,60,0.1,10,Toronto,4,Travel,Excellent,0,0,7126,1
202203,202203,12,0.05,30,Missisauga,1,Education,Excellent,1630,1,1630,1
202203,202203,12,0.08,20,North York,2,General,Excellent,3570,1,3570,1
202203,202203,12,0.08,40,Pickering,2,General,Excellent,2020,1,2020,1
202203,202203,12,0.08,50,Whitby,2,General,Excellent,7410,2,7410,2
202203,202203,12,0.1,10,Toronto,4,Travel,Excellent,8490,1,8490,1
202203,202203,24,0.05,30,Missisauga,1,Education,Excellent,7810,1,7810,1
202203,202203,24,0.08,30,Missisauga,2,General,Excellent,9390,2,9390,2
202203,202203,24,0.1,30,Missisauga,4,Travel,Excellent,4420,1,4420,1
202203,202203,24,0.1,50,Whitby,4,Travel,Excellent,7420,1,7420,1
202203,202203,36,0.05,40,Pickering,1,Education,Excellent,1800,1,1800,1
202203,202203,36,0.08,10,Toronto,2,General,Excellent,870,1,870,1
202203,202203,36,0.08,50,Whitby,2,General,Excellent,6590,1,6590,1
202203,202203,36,0.09,20,North York,3,Taxes loan,Excellent,5160,1,5160,1
202203,202203,36,0.1,30,Missisauga,4,Travel,Excellent,1170,1,1170,1
202203,202203,48,0.05,10,Toronto,1,Education,Excellent,5830,1,5830,1
202203,202203,48,0.05,20,North York,1,Education,Excellent,5370,1,5370,1
202203,202203,48,0.05,50,Whitby,1,Education,Excellent,6170,1,6170,1
202203,202203,48,0.08,20,North York,2,General,Excellent,6350,1,6350,1
202203,202203,48,0.08,30,Missisauga,2,General,Excellent,9940,1,9940,1
202203,202203,48,0.08,40,Pickering,2,General,Excellent,3960,1,3960,1
202203,202203,60,0.05,20,North York,1,Education,Excellent,4990,1,4990,1
202203,202203,60,0.08,40,Pickering,2,General,Excellent,4410,1,4410,1
202203,202203,60,0.09,10,Toronto,3,Taxes loan,Excellent,5690,1,5690,1
202203,202203,60,0.1,40,Pickering,4,Travel,Excellent,2940,1,2940,1
202203,202203,60,0.1,50,Whitby,4,Travel,Excellent,7070,1,7070,1
202204,202201,12,0.08,40,Pickering,2,General,Excellent,0,0,3302,1
202204,202201,12,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,6984,1
202204,202201,24,0.05,20,North York,1,Education,Excellent,0,0,1514,1
202204,202201,24,0.05,40,Pickering,1,Education,Excellent,0,0,7632,1
202204,202201,24,0.08,30,Missisauga,2,General,Excellent,0,0,3604,1
202204,202201,24,0.08,40,Pickering,2,General,Excellent,0,0,4912,1
202204,202201,24,0.08,50,Whitby,2,General,Excellent,0,0,1519,1
202204,202201,24,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,4139,2
202204,202201,36,0.08,20,North York,2,General,Excellent,0,0,3285,1
202204,202201,36,0.1,20,North York,4,Travel,Excellent,0,0,6354,1
202204,202201,36,0.1,50,Whitby,4,Travel,Excellent,0,0,1743,1
202204,202201,48,0.05,30,Missisauga,1,Education,Excellent,0,0,3631,1
202204,202201,48,0.08,10,Toronto,2,General,Excellent,0,0,529,1
202204,202201,48,0.1,10,Toronto,4,Travel,Excellent,0,0,1631,1
202204,202201,60,0.08,50,Whitby,2,General,Excellent,0,0,5072,1
202204,202201,60,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,5260,1
202204,202201,60,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5893,1
202204,202201,60,0.1,20,North York,4,Travel,Excellent,0,0,4948,1
202204,202202,12,0.05,40,Pickering,1,Education,Excellent,0,0,7338,1
202204,202202,12,0.08,20,North York,2,General,Excellent,0,0,6970,1
202204,202202,24,0.05,30,Missisauga,1,Education,Excellent,0,0,4390,1
202204,202202,24,0.08,50,Whitby,2,General,Excellent,0,0,3496,1
202204,202202,24,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5743,1
202204,202202,36,0.05,40,Pickering,1,Education,Doubtful 41-50,0,0,9920,1
202204,202202,36,0.05,50,Whitby,1,Education,Excellent,0,0,6856,1
202204,202202,36,0.08,10,Toronto,2,General,Excellent,0,0,1473,1
202204,202202,36,0.08,50,Whitby,2,General,Excellent,0,0,4971,1
202204,202202,48,0.05,10,Toronto,1,Education,Excellent,0,0,933,1
202204,202202,48,0.05,20,North York,1,Education,Excellent,0,0,1962,1
202204,202202,48,0.08,40,Pickering,2,General,Excellent,0,0,2555,1
202204,202202,48,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,791,1
202204,202202,48,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5404,1
202204,202202,48,0.1,20,North York,4,Travel,Excellent,0,0,9445,1
202204,202202,60,0.08,40,Pickering,2,General,Excellent,0,0,1390,1
202204,202202,60,0.08,50,Whitby,2,General,Excellent,0,0,9560,2
202204,202202,60,0.1,10,Toronto,4,Travel,Excellent,0,0,7032,1
202204,202203,12,0.05,30,Missisauga,1,Education,Excellent,0,0,1497,1
202204,202203,12,0.08,20,North York,2,General,Excellent,0,0,3283,1
202204,202203,12,0.08,40,Pickering,2,General,Regular,0,0,2020,1
202204,202203,12,0.08,50,Whitby,2,General,Excellent,0,0,6814,2
202204,202203,12,0.1,10,Toronto,4,Travel,Excellent,0,0,7814,1
202204,202203,24,0.05,30,Missisauga,1,Education,Excellent,0,0,7499,1
202204,202203,24,0.08,30,Missisauga,2,General,Excellent,0,0,9027,2
202204,202203,24,0.1,30,Missisauga,4,Travel,Regular,0,0,4420,1
202204,202203,24,0.1,50,Whitby,4,Travel,Excellent,0,0,7139,1
202204,202203,36,0.05,40,Pickering,1,Education,Excellent,0,0,1753,1
202204,202203,36,0.08,10,Toronto,2,General,Excellent,0,0,848,1
202204,202203,36,0.08,50,Whitby,2,General,Excellent,0,0,6427,1
202204,202203,36,0.09,20,North York,3,Taxes loan,Excellent,0,0,5034,1
202204,202203,36,0.1,30,Missisauga,4,Travel,Excellent,0,0,1141,1
202204,202203,48,0.05,10,Toronto,1,Education,Excellent,0,0,5720,1
202204,202203,48,0.05,20,North York,1,Education,Excellent,0,0,5268,1
202204,202203,48,0.05,50,Whitby,1,Education,Excellent,0,0,6053,1
202204,202203,48,0.08,20,North York,2,General,Excellent,0,0,6237,1
202204,202203,48,0.08,30,Missisauga,2,General,Excellent,0,0,9763,1
202204,202203,48,0.08,40,Pickering,2,General,Excellent,0,0,3889,1
202204,202203,60,0.05,20,North York,1,Education,Excellent,0,0,4916,1
202204,202203,60,0.08,40,Pickering,2,General,Regular,0,0,4410,1
202204,202203,60,0.09,10,Toronto,3,Taxes loan,Regular,0,0,5690,1
202204,202203,60,0.1,40,Pickering,4,Travel,Excellent,0,0,2902,1
202204,202203,60,0.1,50,Whitby,4,Travel,Excellent,0,0,6978,1
202204,202204,12,0.05,10,Toronto,1,Education,Excellent,8130,1,8130,1
202204,202204,12,0.05,30,Missisauga,1,Education,Excellent,5100,1,5100,1
202204,202204,12,0.08,30,Missisauga,2,General,Excellent,9440,2,9440,2
202204,202204,24,0.05,30,Missisauga,1,Education,Excellent,3060,1,3060,1
202204,202204,24,0.08,30,Missisauga,2,General,Excellent,1440,1,1440,1
202204,202204,36,0.05,30,Missisauga,1,Education,Excellent,5220,1,5220,1
202204,202204,36,0.05,50,Whitby,1,Education,Excellent,4480,1,4480,1
202204,202204,36,0.08,30,Missisauga,2,General,Excellent,10110,2,10110,2
202204,202204,36,0.08,50,Whitby,2,General,Excellent,5480,1,5480,1
202204,202204,36,0.09,20,North York,3,Taxes loan,Excellent,800,1,800,1
202204,202204,36,0.09,50,Whitby,3,Taxes loan,Excellent,2430,1,2430,1
202204,202204,36,0.1,30,Missisauga,4,Travel,Excellent,6790,1,6790,1
202204,202204,48,0.05,30,Missisauga,1,Education,Excellent,1930,1,1930,1
202204,202204,48,0.08,10,Toronto,2,General,Excellent,1530,1,1530,1
202204,202204,48,0.08,20,North York,2,General,Excellent,5500,1,5500,1
202204,202204,48,0.09,30,Missisauga,3,Taxes loan,Excellent,5240,1,5240,1
202204,202204,60,0.05,10,Toronto,1,Education,Excellent,2090,1,2090,1
202204,202204,60,0.05,40,Pickering,1,Education,Excellent,3570,1,3570,1
202204,202204,60,0.09,40,Pickering,3,Taxes loan,Excellent,2020,1,2020,1
202205,202201,12,0.08,40,Pickering,2,General,Excellent,0,0,2945,1
202205,202201,12,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,6231,1
202205,202201,24,0.05,20,North York,1,Education,Excellent,0,0,1445,1
202205,202201,24,0.05,40,Pickering,1,Education,Excellent,0,0,7284,1
202205,202201,24,0.08,30,Missisauga,2,General,Excellent,0,0,3444,1
202205,202201,24,0.08,40,Pickering,2,General,Excellent,0,0,4693,1
202205,202201,24,0.08,50,Whitby,2,General,Excellent,0,0,1452,1
202205,202201,24,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,3956,2
202205,202201,36,0.08,20,North York,2,General,Excellent,0,0,3196,1
202205,202201,36,0.1,20,North York,4,Travel,Excellent,0,0,6185,1
202205,202201,36,0.1,50,Whitby,4,Travel,Excellent,0,0,1697,1
202205,202201,48,0.05,30,Missisauga,1,Education,Excellent,0,0,3557,1
202205,202201,48,0.08,10,Toronto,2,General,Excellent,0,0,519,1
202205,202201,48,0.1,10,Toronto,4,Travel,Excellent,0,0,1601,1
202205,202201,60,0.08,50,Whitby,2,General,Excellent,0,0,4999,1
202205,202201,60,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,5186,1
202205,202201,60,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5810,1
202205,202201,60,0.1,20,North York,4,Travel,Excellent,0,0,4880,1
202205,202202,12,0.05,40,Pickering,1,Education,Excellent,0,0,6618,1
202205,202202,12,0.08,20,North York,2,General,Excellent,0,0,6294,1
202205,202202,24,0.05,30,Missisauga,1,Education,Excellent,0,0,4199,1
202205,202202,24,0.08,50,Whitby,2,General,Excellent,0,0,3348,1
202205,202202,24,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5502,1
202205,202202,36,0.05,40,Pickering,1,Education,Bad debt,0,0,9920,1
202205,202202,36,0.05,50,Whitby,1,Education,Excellent,0,0,6667,1
202205,202202,36,0.08,10,Toronto,2,General,Excellent,0,0,1434,1
202205,202202,36,0.08,50,Whitby,2,General,Excellent,0,0,4840,1
202205,202202,48,0.05,10,Toronto,1,Education,Excellent,0,0,914,1
202205,202202,48,0.05,20,North York,1,Education,Excellent,0,0,1924,1
202205,202202,48,0.08,40,Pickering,2,General,Excellent,0,0,2507,1
202205,202202,48,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,776,1
202205,202202,48,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5305,1
202205,202202,48,0.1,20,North York,4,Travel,Excellent,0,0,9276,1
202205,202202,60,0.08,40,Pickering,2,General,Excellent,0,0,1371,1
202205,202202,60,0.08,50,Whitby,2,General,Excellent,0,0,9425,2
202205,202202,60,0.1,10,Toronto,4,Travel,Excellent,0,0,6937,1
202205,202203,12,0.05,30,Missisauga,1,Education,Excellent,0,0,1363,1
202205,202203,12,0.08,20,North York,2,General,Excellent,0,0,2994,1
202205,202203,12,0.08,40,Pickering,2,General,Doubtful 41-50,0,0,2020,1
202205,202203,12,0.08,50,Whitby,2,General,Excellent,0,0,6214,2
202205,202203,12,0.1,10,Toronto,4,Travel,Excellent,0,0,7133,1
202205,202203,24,0.05,30,Missisauga,1,Education,Excellent,0,0,7188,1
202205,202203,24,0.08,30,Missisauga,2,General,Excellent,0,0,8663,2
202205,202203,24,0.1,30,Missisauga,4,Travel,Excellent,0,0,4252,1
202205,202203,24,0.1,50,Whitby,4,Travel,Excellent,0,0,6856,1
202205,202203,36,0.05,40,Pickering,1,Education,Excellent,0,0,1706,1
202205,202203,36,0.08,10,Toronto,2,General,Excellent,0,0,826,1
202205,202203,36,0.08,50,Whitby,2,General,Excellent,0,0,6263,1
202205,202203,36,0.09,20,North York,3,Taxes loan,Excellent,0,0,4908,1
202205,202203,36,0.1,30,Missisauga,4,Travel,Excellent,0,0,1113,1
202205,202203,48,0.05,10,Toronto,1,Education,Excellent,0,0,5609,1
202205,202203,48,0.05,20,North York,1,Education,Excellent,0,0,5166,1
202205,202203,48,0.05,50,Whitby,1,Education,Excellent,0,0,5936,1
202205,202203,48,0.08,20,North York,2,General,Excellent,0,0,6123,1
202205,202203,48,0.08,30,Missisauga,2,General,Excellent,0,0,9586,1
202205,202203,48,0.08,40,Pickering,2,General,Excellent,0,0,3818,1
202205,202203,60,0.05,20,North York,1,Education,Excellent,0,0,4842,1
202205,202203,60,0.08,40,Pickering,2,General,Doubtful 31-40,0,0,4410,1
202205,202203,60,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,5614,1
202205,202203,60,0.1,40,Pickering,4,Travel,Excellent,0,0,2863,1
202205,202203,60,0.1,50,Whitby,4,Travel,Excellent,0,0,6886,1
202205,202204,12,0.05,10,Toronto,1,Education,Excellent,0,0,7467,1
202205,202204,12,0.05,30,Missisauga,1,Education,Excellent,0,0,4684,1
202205,202204,12,0.08,30,Missisauga,2,General,Excellent,0,0,8681,2
202205,202204,24,0.05,30,Missisauga,1,Education,Excellent,0,0,2938,1
202205,202204,24,0.08,30,Missisauga,2,General,Excellent,0,0,1384,1
202205,202204,36,0.05,30,Missisauga,1,Education,Excellent,0,0,5085,1
202205,202204,36,0.05,50,Whitby,1,Education,Excellent,0,0,4364,1
202205,202204,36,0.08,30,Missisauga,2,General,Excellent,0,0,9859,2
202205,202204,36,0.08,50,Whitby,2,General,Excellent,0,0,5344,1
202205,202204,36,0.09,20,North York,3,Taxes loan,Excellent,0,0,780,1
202205,202204,36,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,2370,1
202205,202204,36,0.1,30,Missisauga,4,Travel,Regular,0,0,6790,1
202205,202204,48,0.05,30,Missisauga,1,Education,Excellent,0,0,1893,1
202205,202204,48,0.08,10,Toronto,2,General,Excellent,0,0,1502,1
202205,202204,48,0.08,20,North York,2,General,Regular,0,0,5500,1
202205,202204,48,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,5148,1
202205,202204,60,0.05,10,Toronto,1,Education,Excellent,0,0,2059,1
202205,202204,60,0.05,40,Pickering,1,Education,Excellent,0,0,3517,1
202205,202204,60,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,1993,1
202205,202205,12,0.05,40,Pickering,1,Education,Excellent,7390,1,7390,1
202205,202205,12,0.05,50,Whitby,1,Education,Excellent,3270,1,3270,1
202205,202205,12,0.08,10,Toronto,2,General,Excellent,16970,2,16970,2
202205,202205,12,0.08,20,North York,2,General,Excellent,3700,1,3700,1
202205,202205,12,0.08,50,Whitby,2,General,Excellent,3580,1,3580,1
202205,202205,24,0.05,30,Missisauga,1,Education,Excellent,8900,1,8900,1
202205,202205,24,0.05,50,Whitby,1,Education,Excellent,11900,2,11900,2
202205,202205,24,0.09,10,Toronto,3,Taxes loan,Excellent,2740,1,2740,1
202205,202205,24,0.09,50,Whitby,3,Taxes loan,Excellent,2020,1,2020,1
202205,202205,24,0.1,20,North York,4,Travel,Excellent,7060,1,7060,1
202205,202205,36,0.05,20,North York,1,Education,Excellent,5680,1,5680,1
202205,202205,36,0.08,20,North York,2,General,Excellent,9040,1,9040,1
202205,202205,36,0.09,30,Missisauga,3,Taxes loan,Excellent,3090,1,3090,1
202205,202205,48,0.05,20,North York,1,Education,Excellent,10470,2,10470,2
202205,202205,48,0.08,30,Missisauga,2,General,Excellent,5860,2,5860,2
202205,202205,60,0.05,20,North York,1,Education,Excellent,3930,1,3930,1
202205,202205,60,0.08,20,North York,2,General,Excellent,8610,1,8610,1
202205,202205,60,0.08,30,Missisauga,2,General,Excellent,9940,1,9940,1
202206,202201,12,0.08,40,Pickering,2,General,Excellent,0,0,2585,1
202206,202201,12,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,5472,1
202206,202201,24,0.05,20,North York,1,Education,Excellent,0,0,1375,1
202206,202201,24,0.05,40,Pickering,1,Education,Excellent,0,0,6934,1
202206,202201,24,0.08,30,Missisauga,2,General,Excellent,0,0,3282,1
202206,202201,24,0.08,40,Pickering,2,General,Excellent,0,0,4473,1
202206,202201,24,0.08,50,Whitby,2,General,Excellent,0,0,1383,1
202206,202201,24,0.09,50,Whitby,3,Taxes loan,Excellent,0,0,3772,2
202206,202201,36,0.08,20,North York,2,General,Excellent,0,0,3106,1
202206,202201,36,0.1,20,North York,4,Travel,Excellent,0,0,6016,1
202206,202201,36,0.1,50,Whitby,4,Travel,Excellent,0,0,1651,1
202206,202201,48,0.05,30,Missisauga,1,Education,Excellent,0,0,3483,1
202206,202201,48,0.08,10,Toronto,2,General,Excellent,0,0,509,1
202206,202201,48,0.1,10,Toronto,4,Travel,Excellent,0,0,1571,1
202206,202201,60,0.08,50,Whitby,2,General,Excellent,0,0,4925,1
202206,202201,60,0.09,30,Missisauga,3,Taxes loan,Excellent,0,0,5111,1
202206,202201,60,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5726,1
202206,202201,60,0.1,20,North York,4,Travel,Excellent,0,0,4811,1
202206,202202,12,0.05,40,Pickering,1,Education,Excellent,0,0,5895,1
202206,202202,12,0.08,20,North York,2,General,Excellent,0,0,5613,1
202206,202202,24,0.05,30,Missisauga,1,Education,Excellent,0,0,4007,1
202206,202202,24,0.08,50,Whitby,2,General,Excellent,0,0,3199,1
202206,202202,24,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5259,1
202206,202202,36,0.05,40,Pickering,1,Education,Excellent,0,0,9664,1
202206,202202,36,0.05,50,Whitby,1,Education,Excellent,0,0,6479,1
202206,202202,36,0.08,10,Toronto,2,General,Excellent,0,0,1395,1
202206,202202,36,0.08,50,Whitby,2,General,Excellent,0,0,4708,1
202206,202202,48,0.05,10,Toronto,1,Education,Excellent,0,0,896,1
202206,202202,48,0.05,20,North York,1,Education,Excellent,0,0,1885,1
202206,202202,48,0.08,40,Pickering,2,General,Excellent,0,0,2460,1
202206,202202,48,0.09,10,Toronto,3,Taxes loan,Excellent,0,0,762,1
202206,202202,48,0.09,40,Pickering,3,Taxes loan,Excellent,0,0,5206,1
202206,202202,48,0.1,20,North York,4,Travel,Excellent,0,0,9105,1
202206,202202,60,0.08,40,Pickering,2,General,Excellent,0,0,1351,1
202206,202202,60,0.08,50,Whitby,2,General,Excellent,0,0,9289,2
202206,202202,60,0.1,10,Toronto,4,Travel,Excellent,0,0,6842,1
202206,202203,12,0.05,30,Missisauga,1,Education,Excellent,0,0,1230,1
202206,202203,12,0.08,20,North York,2,General,Excellent,0,0,2704,1
202206,202203,12,0.08,40,Pickering,2,General,Bad debt,0,0,2020,1
202206,202203,12,0.08,50,Whitby,2,General,Excellent,0,0,5611,2
202206,202203,12,0.1,10,Toronto,4,Travel,Excellent,0,0,6446,1
202206,202203,24,0.05,30,Missisauga,1,Education,Excellent,0,0,6875,1
202206,202203,24,0.08,30,Missisauga,2,General,Excellent,0,0,8295,2
202206,202203,24,0.1,30,Missisauga,4,Travel,Regular,0,0,4252,1
202206,202203,24,0.1,50,Whitby,4,Travel,Excellent,0,0,6571,1
202206,202203,36,0.05,40,Pickering,1,Education,Excellent,0,0,1660,1
202206,202203,36,0.08,10,Toronto,2,General,Excellent,0,0,805,1
202206,202203,36,0.08,50,Whitby,2,General,Excellent,0,0,6099,1
202206,202203,36,0.09,20,North York,3,Taxes loan,Excellent,0,0,4781,1
202206,202203,36,0.1,30,Missisauga,4,Travel,Excellent,0,0,1085,1
202206,202203,48,0.05,10,Toronto,1,Education,Excellent,0,0,5498,1
202206,202203,48,0.05,20,North York,1,Education,Excellent,0,0,5064,1
202206,202203,48,0.05,50,Whitby,1,Education,Excellent,0,0,5819,1
202206,202203,48,0.08,20,North York,2,General,Excellent,0,0,6009,1
202206,202203,48,0.08,30,Missisauga,2,General,Excellent,0,0,9407,1
202206,202203,48,0.08,40,Pickering,2,General,Excellent,0,0,3747,1
202206,202203,60,0.05,20,North York,1,Education,Excellent,0,0,4768,1
202206,202203,60,0.08,40,Pickering,2,General,Bad debt,0,0,4410,1
202206,202203,60,0.09,10,Toronto,3,Taxes loan,Regular,0,0,5614,1
202206,202203,60,0.1,40,Pickering,4,Travel,Excellent,0,0,2825,1
202206,202203,60,0.1,50,Whitby,4,Travel,Excellent,0,0,6793,1
202206,202204,12,0.05,10,Toronto,1,Education,Excellent,0,0,6803,1
202206,202204,12,0.05,30,Missisauga,1,Education,Excellent,0,0,4267,1
202206,202204,12,0.08,30,Missisauga,2,General,Excellent,0,0,7917,2
202206,202204,24,0.05,30,Missisauga,1,Education,Excellent,0,0,2816,1
202206,202204,24,0.08,30,Missisauga,2,General,Excellent,0,0,1328,1
202206,202204,36,0.05,30,Missisauga,1,Education,Excellent,0,0,4950,1
