cut_month,num_product,disbursement_date,end_date,days_past_due,loan_term,amortization,loan_amount,interest_rate,installment_amount,outstanding_balance,agency_code,agency_name,product_code,product_name
202403,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,4625,20,North York,2,General
202404,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,4541,20,North York,2,General
202405,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,4456,20,North York,2,General
202406,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,4371,20,North York,2,General
202407,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,4285,20,North York,2,General
202408,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,4199,20,North York,2,General
202409,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,4112,20,North York,2,General
202410,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,4024,20,North York,2,General
202411,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,3936,20,North York,2,General
202412,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,3848,20,North York,2,General
202501,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,3758,20,North York,2,General
202502,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,3668,20,North York,2,General
202503,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,3578,20,North York,2,General
202504,1002,12/02/2023,12/02/2028,0,60,30,5670,0.08,114.9672,3487,20,North York,2,General
202307,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,4790,50,Whitby,1,Education
202308,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,4719,50,Whitby,1,Education
202309,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,4648,50,Whitby,1,Education
202310,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,4577,50,Whitby,1,Education
202311,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,4506,50,Whitby,1,Education
202312,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,4434,50,Whitby,1,Education
202401,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,4362,50,Whitby,1,Education
202402,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,4290,50,Whitby,1,Education
202403,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,4218,50,Whitby,1,Education
202404,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,4145,50,Whitby,1,Education
202405,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,4072,50,Whitby,1,Education
202406,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,3998,50,Whitby,1,Education
202407,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,3925,50,Whitby,1,Education
202408,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,3851,50,Whitby,1,Education
202409,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,3776,50,Whitby,1,Education
202410,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,3702,50,Whitby,1,Education
202411,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,3627,50,Whitby,1,Education
202412,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,3551,50,Whitby,1,Education
202501,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,3476,50,Whitby,1,Education
202502,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,3400,50,Whitby,1,Education
202503,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,3324,50,Whitby,1,Education
202504,1003,24/07/2023,24/07/2028,0,60,30,4790,0.05,90.3932,3247,50,Whitby,1,Education
202311,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,8270,10,Toronto,3,Taxes loan
202312,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,8126,10,Toronto,3,Taxes loan
202401,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,7981,10,Toronto,3,Taxes loan
202402,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,7835,10,Toronto,3,Taxes loan
202403,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,7688,10,Toronto,3,Taxes loan
202404,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,7540,10,Toronto,3,Taxes loan
202405,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,7391,10,Toronto,3,Taxes loan
202406,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,7240,10,Toronto,3,Taxes loan
202407,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,7089,10,Toronto,3,Taxes loan
202408,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,6936,10,Toronto,3,Taxes loan
202409,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,6782,10,Toronto,3,Taxes loan
202410,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,6627,10,Toronto,3,Taxes loan
202411,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,6471,10,Toronto,3,Taxes loan
202412,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,6314,10,Toronto,3,Taxes loan
202501,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,6156,10,Toronto,3,Taxes loan
202502,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,5996,10,Toronto,3,Taxes loan
202503,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,5835,10,Toronto,3,Taxes loan
202504,1004,28/11/2023,28/11/2027,0,48,30,8270,0.09,205.7993,5673,10,Toronto,3,Taxes loan
202402,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,8310,20,North York,2,General
202403,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,7642,20,North York,2,General
202404,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,6970,20,North York,2,General
202405,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,6294,20,North York,2,General
202406,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,5613,20,North York,2,General
202407,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,4927,20,North York,2,General
202408,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,4237,20,North York,2,General
202409,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,3543,20,North York,2,General
202410,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,2843,20,North York,2,General
202411,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,2140,20,North York,2,General
202412,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,1431,20,North York,2,General
202501,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,718,20,North York,2,General
202502,1005,18/02/2024,18/02/2025,0,12,30,8310,0.08,722.8738,0,20,North York,2,General
202407,1006,29/07/2024,29/07/2025,0,12,30,6680,0.05,571.858,6680,30,Missisauga,1,Education
202408,1006,29/07/2024,29/07/2025,0,12,30,6680,0.05,571.858,6135,30,Missisauga,1,Education
202409,1006,29/07/2024,29/07/2025,0,12,30,6680,0.05,571.858,5589,30,Missisauga,1,Education
202410,1006,29/07/2024,29/07/2025,0,12,30,6680,0.05,571.858,5041,30,Missisauga,1,Education
202411,1006,29/07/2024,29/07/2025,0,12,30,6680,0.05,571.858,4490,30,Missisauga,1,Education
202412,1006,29/07/2024,29/07/2025,0,12,30,6680,0.05,571.858,3937,30,Missisauga,1,Education
202501,1006,29/07/2024,29/07/2025,0,12,30,6680,0.05,571.858,3381,30,Missisauga,1,Education
202502,1006,29/07/2024,29/07/2025,0,12,30,6680,0.05,571.858,2823,30,Missisauga,1,Education
202503,1006,29/07/2024,29/07/2025,0,12,30,6680,0.05,571.858,2263,30,Missisauga,1,Education
202504,1006,29/07/2024,29/07/2025,0,12,30,6680,0.05,571.858,1701,30,Missisauga,1,Education
202401,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1300,40,Pickering,2,General
202402,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1282,40,Pickering,2,General
202403,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1264,40,Pickering,2,General
202404,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1246,40,Pickering,2,General
202405,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1228,40,Pickering,2,General
202406,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1210,40,Pickering,2,General
202407,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1192,40,Pickering,2,General
202408,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1173,40,Pickering,2,General
202409,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1155,40,Pickering,2,General
202410,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1136,40,Pickering,2,General
202411,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1117,40,Pickering,2,General
202412,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1098,40,Pickering,2,General
202501,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1079,40,Pickering,2,General
202502,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1060,40,Pickering,2,General
202503,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1041,40,Pickering,2,General
202504,1007,11/01/2024,11/01/2029,0,60,30,1300,0.08,26.3593,1021,40,Pickering,2,General
202206,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,960,10,Toronto,2,General
202207,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,936,10,Toronto,2,General
202208,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,912,10,Toronto,2,General
202209,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,888,10,Toronto,2,General
202210,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,864,10,Toronto,2,General
202211,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,839,10,Toronto,2,General
202212,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,815,10,Toronto,2,General
202301,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,790,10,Toronto,2,General
202302,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,766,10,Toronto,2,General
202303,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,741,10,Toronto,2,General
202304,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,715,10,Toronto,2,General
202305,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,690,10,Toronto,2,General
202306,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,665,10,Toronto,2,General
202307,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,639,10,Toronto,2,General
202308,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,613,10,Toronto,2,General
202309,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,587,10,Toronto,2,General
202310,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,561,10,Toronto,2,General
202311,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,535,10,Toronto,2,General
202312,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,508,10,Toronto,2,General
202401,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,481,10,Toronto,2,General
202402,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,455,10,Toronto,2,General
202403,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,428,10,Toronto,2,General
202404,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,400,10,Toronto,2,General
202405,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,373,10,Toronto,2,General
202406,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,345,10,Toronto,2,General
202407,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,318,10,Toronto,2,General
202408,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,290,10,Toronto,2,General
202409,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,261,10,Toronto,2,General
202410,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,233,10,Toronto,2,General
202411,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,205,10,Toronto,2,General
202412,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,176,10,Toronto,2,General
202501,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,147,10,Toronto,2,General
202502,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,118,10,Toronto,2,General
202503,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,89,10,Toronto,2,General
202504,1008,13/06/2022,13/06/2025,0,36,30,960,0.08,30.0829,59,10,Toronto,2,General
202211,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,4390,10,Toronto,1,Education
202212,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,4276,10,Toronto,1,Education
202301,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,4162,10,Toronto,1,Education
202302,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,4048,10,Toronto,1,Education
202303,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,3934,10,Toronto,1,Education
202304,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,3818,10,Toronto,1,Education
202305,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,3703,10,Toronto,1,Education
202306,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,3587,10,Toronto,1,Education
202307,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,3470,10,Toronto,1,Education
202308,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,3353,10,Toronto,1,Education
202309,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,3235,10,Toronto,1,Education
202310,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,3117,10,Toronto,1,Education
202311,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,2999,10,Toronto,1,Education
202312,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,2879,10,Toronto,1,Education
202401,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,2760,10,Toronto,1,Education
202402,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,2640,10,Toronto,1,Education
202403,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,2519,10,Toronto,1,Education
202404,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,2398,10,Toronto,1,Education
202405,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,2277,10,Toronto,1,Education
202406,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,2155,10,Toronto,1,Education
202407,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,2032,10,Toronto,1,Education
202408,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,1909,10,Toronto,1,Education
202409,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,1785,10,Toronto,1,Education
202410,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,1661,10,Toronto,1,Education
202411,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,1536,10,Toronto,1,Education
202412,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,1411,10,Toronto,1,Education
202501,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,1286,10,Toronto,1,Education
202502,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,1159,10,Toronto,1,Education
202503,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,1033,10,Toronto,1,Education
202504,1009,30/11/2022,30/11/2025,0,36,30,4390,0.05,131.5722,905,10,Toronto,1,Education
202212,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,7360,20,North York,1,Education
202301,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,6760,20,North York,1,Education
202302,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,6158,20,North York,1,Education
202303,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,5554,20,North York,1,Education
202304,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,4947,20,North York,1,Education
202305,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,4337,20,North York,1,Education
202306,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,3725,20,North York,1,Education
202307,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,3111,20,North York,1,Education
202308,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,2494,20,North York,1,Education
202309,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,1874,20,North York,1,Education
202310,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,1252,20,North York,1,Education
202311,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,627,20,North York,1,Education
202312,1010,17/12/2022,17/12/2023,0,12,30,7360,0.05,630.0711,0,20,North York,1,Education
202502,1011,14/02/2025,14/02/2028,0,36,30,2170,0.08,67.9999,2170,20,North York,2,General
202503,1011,14/02/2025,14/02/2028,0,36,30,2170,0.08,67.9999,2116,20,North York,2,General
202504,1011,14/02/2025,14/02/2028,0,36,30,2170,0.08,67.9999,2062,20,North York,2,General
202304,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,9130,30,Missisauga,3,Taxes loan
202305,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,8400,30,Missisauga,3,Taxes loan
202306,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,7664,30,Missisauga,3,Taxes loan
202307,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,6923,30,Missisauga,3,Taxes loan
202308,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,6177,30,Missisauga,3,Taxes loan
202309,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,5425,30,Missisauga,3,Taxes loan
202310,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,4667,30,Missisauga,3,Taxes loan
202311,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,3903,30,Missisauga,3,Taxes loan
202312,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,3134,30,Missisauga,3,Taxes loan
202401,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,2359,30,Missisauga,3,Taxes loan
202402,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,1579,30,Missisauga,3,Taxes loan
202403,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,792,30,Missisauga,3,Taxes loan
202404,1012,15/04/2023,15/04/2024,0,12,30,9130,0.09,798.432,0,30,Missisauga,3,Taxes loan
202503,1013,07/03/2025,07/03/2027,0,24,30,4600,0.05,201.8084,4600,30,Missisauga,1,Education
202504,1013,07/03/2025,07/03/2027,0,24,30,4600,0.05,201.8084,4417,30,Missisauga,1,Education
202407,1014,28/07/2024,28/07/2028,0,48,30,2670,0.08,65.1825,2670,30,Missisauga,2,General
202408,1014,28/07/2024,28/07/2028,0,48,30,2670,0.08,65.1825,2622,30,Missisauga,2,General
202409,1014,28/07/2024,28/07/2028,0,48,30,2670,0.08,65.1825,2574,30,Missisauga,2,General
202410,1014,28/07/2024,28/07/2028,0,48,30,2670,0.08,65.1825,2526,30,Missisauga,2,General
202411,1014,28/07/2024,28/07/2028,0,48,30,2670,0.08,65.1825,2478,30,Missisauga,2,General
202412,1014,28/07/2024,28/07/2028,0,48,30,2670,0.08,65.1825,2429,30,Missisauga,2,General
202501,1014,28/07/2024,28/07/2028,0,48,30,2670,0.08,65.1825,2380,30,Missisauga,2,General
202502,1014,28/07/2024,28/07/2028,0,48,30,2670,0.08,65.1825,2331,30,Missisauga,2,General
202503,1014,28/07/2024,28/07/2028,0,48,30,2670,0.08,65.1825,2281,30,Missisauga,2,General
202504,1014,28/07/2024,28/07/2028,0,48,30,2670,0.08,65.1825,2232,30,Missisauga,2,General
202306,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,3020,20,North York,3,Taxes loan
202307,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2979,20,North York,3,Taxes loan
202308,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2939,20,North York,3,Taxes loan
202309,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2898,20,North York,3,Taxes loan
202310,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2858,20,North York,3,Taxes loan
202311,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2816,20,North York,3,Taxes loan
202312,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2775,20,North York,3,Taxes loan
202401,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2733,20,North York,3,Taxes loan
202402,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2691,20,North York,3,Taxes loan
202403,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2648,20,North York,3,Taxes loan
202404,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2605,20,North York,3,Taxes loan
202405,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2562,20,North York,3,Taxes loan
202406,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2519,20,North York,3,Taxes loan
202407,1015,23/06/2023,23/06/2028,0,60,30,3020,0.09,62.6902,2475,20,North York,3,Taxes loan
